original_category,narrative
mortgages_and_loans,fire house saved experienced damage insurance carrier prompt great job sent check window melted damaged made chase bank mortgage holder check chase endorsed check applied pressure work completed vendor paid work insurance company sent check additional work including wrought iron fence work including cleanup le disruptive vendor always show late held check window done took proof chase office chase want deposit fund internal account make go process everytime someone need reimbursed put necessary burden family especially time owe current value house chase made payment time want money held escrow account put additional burden stressful time reason given percentage ownership property well payment history
credit_card,paid hsbc credit card said would send paid full later recurring charge came hsbc paid never notified paperless billing acct closed added late fee told interest another late fee added point around got bill interest late charge bounced repeatedly next csr collection csr back got fed paid hsbc collection said would refund late interest nothing writing say check sxxxx payment issue pay one reason closed hsbc account hsbc would post debit right away wait day post payment believe rack interest charge meantime close account right away took debit charge immedtly
credit_reporting,ran credit equifax reporting information first time heard come equifax called equifax multiple customer service agent spoke showed fact showing hard inquiry however received copy credit report received learned reporting credit score credit report credit information equifax showing credit score credit report credit information
credit_reporting,hello name trying reach several time get problem fixed receipted response far wrong adresses employment information exist credit account year addition also derogatory information appear credit report belong business address employment information need removed info priority expedite reported ar ar
credit_card,duplicate complaint two complaint bank bank processed payment un bank account without authorization signing covid hardship agreement almost week agreed schedule automatic payment every month month doesnt make sense sign hardship agreement reduce payment dollar month authorize take checking account dollar hardship contract say first consecutive payment dollar delete late payment fee called said like removed late payment fee month open account thru comenity bank credit limit used full dollar sign promotion paid full amount one year later put interest charge loan first year could pay total dollar first year started applying think interest today year paid dollar balance equal plus interest late charge course month find balance account making easy number process charging extra dollar think amount completely exaggerated year opening credit today called ask reduce total amount due coronavirus wife working denied put special plan reduce montly payment charging month per cent promised remove late charge call recording saying consecutive payment late charge remove called denied removed late payment way lying saying month recording hear call anyway dont think adding adding debt exaggerated think going law please help people please please thank
credit_reporting,old debt credit file requested three credit bureau delete account credit file agreed deleted account experian delete account credit file even though experian fall date currently applying loan time essence need experian delete account credit file see reason experian would accommodate delete file per request especially since account deleted per experian report help much appreciated direct request experian successful thank
mortgages_and_loans,entity servicing loan behalf hereinafter called lender company give detail contact information statement entity servicing loan name address phone number see previous case
credit_reporting,anyone us credit report another consumer report deny credit must tell give name address phone number agency provided right dispute inaccurate incomplete information right know credit score public assistance applied fha rehabilitation home loan sent original document lending business told front receive ssi let know front law state fha k rehabilitation home loan credit worthiness checked rent payment utility bill showing payment history able make repayment time also nc able account used qualified housing expense summit funding nc complaint nmls id assistant summit funding credit worthiness require determination applicant ability willingness meet debt obligation ability income availability reliability ability willingness pay critical credit worthiness approval filling discrimination suit already fraud alert report filed complaint separate case prior unethical real estate business practice stealing guilty identity theft identity fraud xxxxs nc complaint case ref took half year clear credit debt debt feel credit report misused credit score reading credit filed separate complaint illegally used named used real estate fraud billing fraud contact resolved yet recently two week ago around would give accurate credit score feel still fraudulent activity score cleared identity theft identity fraud locked account unable see credit score individual illegally using credit data account criminal activity personal profit must held accountable fraud fraudulent activity debt always pay bill rent time obviously get credit card supplemental security income nc able account allows pay save qualified expense housing transportation expense victim fraud ever allow individual continue illegal business practice recently complaint discrimination suit summit funding nmls assistant provided thorough original document needed complete fha k loan rehabilitation federal housing urban development program fha program person low low income summit funding inc state equal lending agency case first never returned call took week already work buying house help revitalization program federal law mistreating people financial circumstance different based equal fair lending practice follow law business practice make official determination loan approved work loan officiers talking abruptly rushed phone already explained concern proof credit worthiness requirement go fha k loan first time home buyer said use use credit requirement changed due co vid let know case loan fha k based equal fair lending ethical practice credit check non conventional based ssi recipient even tell credit score went say fha loan explained fha k fha completely different said credit requirement changed legal reason laughed said credit union nc maybe layover credit union layover credit check said get premier credit card obviously lack knowledge experience legality equal fair housing business practice ignorant type people different circumstance even apply credit card low income ssi defeat purpose hypocrisy whole point main reason hud program made person lender supposed loan officiers running illegal scam scandal using fraud following job duty equal fair housing federal state law unfortunately deal individual want quick pay check want deal easy follow law according specific loan serve want borrowed time malpractice go whole establishment fha k put loan person unfair unethical business practice called real estate malpractice must report file complaint suit even though still good employee hard working american every field every industry always degenerate think scheme whatever way wo follow set rule guideline even law govern protect people degenerate completion help way waste time waste company work summit funding inc filling discrimination suit need credit score checked credit file sent debt account feel since case credit report ordered paid well someone fraudulently changed credit score right get accurate score
debt_collection,consumer collection mana placed account credit report amount original lender following information listed reported amount past due account type credit limit payment information never heard never received written communication allowing opportunity request vod mine apply credit somewhere properly billed send supporting document please never contacted writing negative mark credit
debt_collection,creditor refuse provide income statement account receivable account payable
mortgages_and_loans,deceptive lending practice made personal loan one main financial rate apr never missing payment never missed payment initially due pandemic reduction income request interest reduction agreed reduction would truly interest deduction form trick would add interest principle balance thus approximately party agreed interest reduction agreed upon interest rate made payment newly agreed upon one main financial source way increase rate payment lender attempting increase back one main financial state increase related state afford original payment stated unhappiness omf requested loan payoff total upon omf increase interest rate back requesting remain day last payment making month payment one main financial claim owed approximately original amount loan addition one main financial elect make comment credit report rate reduction agreed
mortgages_and_loans,end term final bill dated received via usps charging exterior damage include substantiating documentation kind detailing type damage necessary repair repair statement included photo mechanic documentation would substantiate charge document indicates page documentation excluded error call lease end team resulted assurance could gotten information requested online making consumer responsibility get information provided finance company substantiate invoice
debt_collection,enhanced recovery company debt collection company placed collection notice credit rep ort without letter notification advising alleged debt impression collection company required first send letter giving respondent day dispute debt company never knew collection appeared credit report
mortgages_and_loans,executive summary citibank making impossible pay trivial balance refusing supply address send check even valid phone number receive information instead adding late fee collection fee since seems somewhat incredible providing detail trying month resolve thanks help offer greeting despite fact maintain good credit rating citibank suddenly informed cutting overdraft credit line attached checking account checking plus amount outstanding trying week get citibank supply address may send check remaining balance approximately since citibank severed online banking access longer confirm exact amount look account still see balance reading longer call account rate decided close checking account able citibank online chat function since repeated attempt telephone failed transferred existing checking balance credit credit line asked agent pay remaining amount already paid remaining balance trivial note able pay amount transferring checking acct balance account closed avenue payment longer available responded follows give call custom credit department done instantly direct number please contact one stop sale unit asked know exactly payment may transmitted responded call pull fund bank account also send check kindly call tell specific called number directed none menu option pertained task went alternate path repeated attempt eventually managed speak someone however unable understand name instructed call collection account terminated referred collection told number call repeated make sure correct also affirmed late charge collection fee added balance phoned number recording said number tried several time point dead end citibank making literally impossible pay trivial debt adding late fee collection fee implore whatever help thank p matter loyal citibank customer since first new york washington dc forty year assure count nothing naturally also attempted pay bill online citibank site responds message account detail activity information available closed
credit_reporting,experian reported point loss credit score without reason
debt_collection,fidelity capital holding inc acquired consumer credit card debt revolving account used account year account originally charge account three year fidelity purchased debt last year notified would sue court date would however filed default judgement levied asset checking saving account yesterday leaving dollar checking saving account taken single mom money pay mortgage pay non mortgage expense utilitiesx hoa gas food ineligible public assistance middle wage earner afraid due size levy next direct deposit seize money unamerican egregiously wrong think predatory purchased consumer debt called several time levy would negotiate payment plan supposed please extend retroactive moratorium non federal consumer debt collection levy garnishment egregious predatory company respectfully submitted
mortgages_and_loans,submitting another complaint could upload document ongoing nightmare month applied mortgage modification default payment bank american prolonged wanted add fee account sent document document month could pay dollar added dollar total amount got document paper told trial payment almost instead told added escrow payment pay escrow payment primary mortgage sent document document bank america paid told payment ironically paid payment representative received note boa saying bank account found enclosed received another document boa entitled trial modification enclosed saying payment would document received added escrow added keep adding third party expense balance added time begging agency help enclosing primary mortgage statement verify paying escrow enclosing document boa sent enclosing payment boa claim cant find account attachment image kb image kb
retail_banking,want call email situation gon na copied emailed sent ombudsman office federal reserve dear ombudsman office federal reserve system hello name want know file complaint bank aka bb federal reserve board office controller currency united state send two prisommary note dollar registered security bb north carolina usps bb supposed trade later deposited credit brokerage account bb mr talk trading office number bb north carolina week tuesday wednesday tuesday acted like note mailed lost today stating one rep received note operation building bb rejected promissory note gon na mailed back mailing address know bb bank copied information promissory note valued totalling dollar stole money note part want proper file complaint branch banking trust company aka truist financial corporation proper banking regulatory enforcement agency united state contact cell emailed
credit_reporting,shocked reviewed credit report found late payment date wfds
mortgages_and_loans,loan agreement written confusing legal speak hide massive apr loan paid loan outstanding principal payoff company owned hiding behind law apply u
retail_banking,original copy letter uploaded includes detail named well fargo complaint letter well fargo regulation cc trust take year build second break forever repair think back last sentence feel regard relationship well fargo bank personal experience relationship soured quickly ending breakup well fargo reputation deceptive trade practice go back least decade much consumer regulator pursued claim well fargo variety illegal tactic looking situation relates violation deal act fidcs regulation cc referencing within complaint well fargo next paragraph titled summary complaint summary complaint window deposited personal check made wife amount well fargo bank method atm located behind branch address tx personal checking account ending deposited received atm card screen prompted hold time two business day date wednesday window revisited well fargo branch located tx obtain temporary check sold count one dollar peace needed didnt check account ending order compensate attorney located louisiana amount dollar amount needed regard transaction furthermore attorney doesnt accept credit card payment phone doesnt accept payment online time well fargo inquired availability date deposit made night teller name processing transaction temporary check informed deposit would available time provided later day used one well fargo check order pay attorney placed folder mailed first thing morning made call lasted minute recorded call verify availability fund see hold deposit released call learned fund held extended period time well fargo way till exactly day plus two day deposit hold since depositing well fargo atm informed new availability date phone using automated system furthermore reason heard automated system fund held verification representative became available asked transferred escalation specialist transferred escalation specialist informed representative hold due verification fund uncollectable went mention since account negative also reason responded back stating well fargo also responsible activated overdraft protection account never requested feature initial set account original paperwork show never asked overdraft protection account explained specialist later hung call going nowhere call lasted first call made phone call lasted minute recorded call prompted new date holding fund hold reason fund uncollectable asked speak escalation specialist felt would provide little clarification speaking specialist upon inquiry informed previous representative regarding hold reason fund uncollectable hold date however noticed call uncomfortable based question asking told none previous representative shared making sense made aware development branch getting temporary check notified phone call email reason felt problem based knowledge wife amount knowledge fdic related regulation cc kept telling fund uncollectable regulation cc concern making fund available withdrawal within time prescribed regulation providing fund availability disclosure notice customer call escalation specialist informed well fargo xxxxs loss prevention department oversees place hold financial instrument provided phone fax number along hour operation department also said proof fund available could show would reach bank verify fund release call wife check account see check wrote cleared upon logging looking account notice written one point time available within average daily balance meaning would clear also noticed well fargo able collect fund informed collectible point knew lied kept saying fund uncollectable clearly dont know time well fargo processed check point upset customer almost nine year within nine year difference regarding way processed transaction would take deposit either made personal checking account directly deposit business checking account deposited amount pending withdrawal scheduled hit account would banking software taking smallest withdrawal item several would receive nsf line item fee eat directly available would eat available balance would blow entire account time finished negative knew full well something wasnt right middle last year process trying reorganize business make thing better applying ppp program could get moving covid pandemic really placed business malignant state affair shouldnt due well fargo previous issue consumer abuse followed reprioritizing commercial loan application favor bigger business customer also applying ppp program closed account process taking care small negative balance business account transaction history related business showed earnings expense wasnt able participate ppp program another financial institution federal agency proof financial history regard business banking history made phone call department lasting minute recorded half call hold waiting speak someone loss prevention specialist available asked reason fund hold informed representative time reason hold check wasnt collectible couldnt verify fund rebutted statement false able look wife account saw well fargo actually collected fund informed representative fact demeanor changed becoming cooperative also made aware felt actual reason regard well fargo taking position took deposit account stated real reason generate nsf fee transaction felt would gain respect line item would come account due extended hold time placed item ten day representative stated could reverse would problem needed show proof fund collectible even though made aware wife call well looking account asked time lied put bad situation could generate fee provided reason kept saying fund uncollectable never stated reason even though regulation cc state happens bank representative must provide reasonable cause doubt collectibility check meaning doubtful collectibility may exist post dated check check dated six month earlier check paying institution said honor however check made general criterion doubting collectibility existence fact would cause belief mind reasonable person check uncollectible bank reason belief check uncollectible must included notice customer since phone loss prevention representative followed two previous representative two time heard message concerning account automated system valid reason werent given short well fargo knew lied think uneducated customer wouldnt research know look later day window wife drove branch located tx obtained verification needed meeting personal banker well fargo branch regarding deposit scheduled address tx meeting conducted addressed concern filed formal complaint well fargo documented system complaint also informed fund hold released didnt understand part told loss prevention representative escalation specialist needed proof transaction first order proceed releasing fund contacting bank additional alphanumeric strand part proceeding number provided within bracket cant make one number provided back business card told complaint taken would receive phone call date meeting currently havent received phone call well fargo representative communication received personal banker took complaint see anyone reached im sure going upset im ready end relationship regard attempting fact lied phone different time possibly branch conducting transaction biggest insult entire situation received letter well fargo letter tried cover form lying way deposit date first letter dated letter stated delayed availability fund deposited order review check based review made fund available say little important false part letter find part funny still angry knew lying based recorded conversation call followed fact envelope came first postmarked next thing saw deposit date actual deposit date confirmed phone call conducted lasted minute recorded another personal banking representative time well fargo didnt release check based called review released check based call loss prevention representative pm call told hold date fund reason provided fund uncollectable demeanor changed informed knew collected fund also physical proof possession bank form certified document show actual draft date verifies fact well fargo collected fund knew caught lie instead honest lied stating released fund hard right thing people dont right thing always work right thing right thing cant well fargo right thing versus done level dishonesty trust one time however time well fargo kept conducting fashion cause believe anything say trust anymore right allowed want customer trusted including would like see something could done term legal action possible lawsuit held accountable action meaning proactive fought account would possibly negative real estate transaction worked would either canceled delayed well fargo placing negative furthermore also say boldness action isnt well fargo first time customer regard experienced see predatory institution lack ethical fortitude care customer trust finance cant trust regarding incident would anyone else want solution problem want punished recorded saved conversation involve matter copy proof show fund collectible well fargo bank stated copy letter well fargo mailed willing physically mail information whatever address request mailed verifies everything stated within electronic communication attach upload information well regard acceptable format include letter mailed lied also include copy mail date envelope paper along information bank included contact information email address p original copy letter uploaded includes detail named well fargo complaint letter contact information please help sincerely
credit_reporting,partner financial collection unfairly placed credit report collection acct company license operate georgia bought inaccurate unvalidated unverified fraudulent collection acct another company also license operate georgia company entity exist never done business company acct anyone take minute search state business search website site page find neither one company license operate business ga company called company lost license operate financial fraud crime ironically paying bill state still illegally operated without license wreckless disregard sold inaccurate unverified fraudulent collection acct partner financial collection also license operate either apparently investigate broke law year ago destroyed credit life fraudulent collection acct fraudulent acct still credit report disputed inaccurate fraudulent acct showed written proof intentionally maliciously refused remove painful fraudulent inaccurate acct credit please help thank advance thoughtful
retail_banking,pnc made change prevents able link account change keeping using main source funding fund money market account interesting say security allow account connected exchange investing platform hindering ability participate free market reason restriction exist bank perform duty flawlessly
debt_collection,portfolio recovery calling everyday sometimes multiple time day collecting year old debt maybe others awaiting important phonecalls pick every call get always someone portfolio recovery sometimes wo even say tell ca give information unless tell last time spoke someone told seriously harassing pandemic replied harassing calling multiple time day different random number harassment
debt_collection,portfolio recovery associate making multiple daily call residence daily spoken requested cease call ignored request please help time call different number caller id portfoliorecov thank pa
credit_card,regarding assertion informed record promotion pnc ongoing promotion order qualify pnc promotion application must submitted using link associated offer website stated previous response application submitted promotion offered time first regarding assertion informed record promotion um informed record promotion previous response record show time application pnc record bonus offer presented yeah second want talk assertion assertion correct rest gang executive relation team really seem maintain assertion time application pnc record bonus offer presented well due foolishly releasing new information ongoing promotion basically ratted others lying regarding assertion last month promotion going thank admitting ongoing promotion sreenshots attached show credit karma since even opened account pnc also receiving email well clearly save think ever needed reason kept every little email receive inbox would overwhelming thank refreshing memory found promotional offer regarding colleague assertion application submitted prove ca required credit account accordingly per udaap doddfrank wall street reform consumer protection act collegues previously told phone needed show email bonus promised expected prove submitted application email sorry nothing email stating warning screenshot email pnc may keep promise giving pnc however need show proof promotional offer time application customer make claim month finally admitted fact offer time already shown capable lying need show proof submit application via people wrong offered bonus via credit monitoring service reel took away worse lied ever offering called advertising accordance udaap doddfrank wall street reform consumer protection act
credit_card,region bank acc continue reporting id fraud outdated account mine never done business bank formal complaint filed fdic unfair practice account fdci case
debt_collection,rent recovery solution extorting multiple people old debt owed former tenant owned followed current lease termination agreement time tee giving day written notice well communicating local property management left apartment good standing matter fact paid cover residual pending fee day rent property managxxxx stated till unit rented occupied happened le hour left tenant occupied confirmed property management also confirmed retrieve mail new tenant bank statement opened reached many time trying collect security deposit refund payment seem roll lot never got anywhere fast forward almost year later get ding credit report reported nc govt consumer site trying collect debt owed using former residency scam fulfilled requirement time paid want credit report fixed return owed back payment security deposit reached corporate got vm legal never heard back also seeing trend behavior site victim extortion year later fact using tenant way boost profit
debt_collection,rent recovery solution extorting multiple people old debt owed former tenant owned followed current lease termination agreement time tee giving day written notice well communicating local property management left apartment good standing matter fact paid cover residual pending fee day rent property manager stated till unit rented occupied happened le hour left tenant occupied confirmed property management also confirmed retrieve mail new tenant bank statement opened reached many time trying collect security deposit refund payment seem roll property management lot never got anywhere fast forward almost year later get ding credit report reported nc govt consumer site trying collect debt owed using former residency scam fulfilled requirement time paid want credit report fixed return owed back payment security deposit reached corporate got vm legal never heard back also seeing trend behavior site victim extortion year later fact using tenant way boost profit
credit_card,see approved without impact credit got experian thought custodian credit rating applied fico score impacted contact reply
credit_reporting,thank submitting complaint cfpb complaint portal complaint indicated inaccurate incorrect item reporting credit file please advised investigation furnisher information initiated furnishing company provides finding send result hope resolve concern additional question may call may visit myequifax create account manage security freeze add remove fraud alert initiate credit file dispute additionally access free equifax credit report excuse given several time provided proof valid debt
credit_reporting,transunion continue refresh outdated account old account violates fdcpa fcba cra vilates section account
debt_collection,trueaccord emailed separated eight year regarding debt owe sent screenshots email first time contacted regarding debt contacted company promptly would speak unless gave phone number reluctantly gave operator phone number stated could verify phone number gave current phone number used three year since could verify phone number tried get verify address refused operator would give information agreeing removing u contact email received state originally check written check presented payment dishonored bank purchased debt hired company trueaccord collect balance due plus returned check fee used check store since around outstanding debt owe business trueaccord attempting fraudulently make fake debt
debt_collection,wakefield associate colorado contacted mdt phone asked information could go ensure fraudulent caller company name mailing address etc looked calling number mdt spoke gentleman requested send written debt validation notice received one point turned wrong address provided updated told would send written verification received call identified themself employee wakefield associate informed yet received debt validation notice previous conversation told address correction though yet sent validation notice well day going told feel acted good faith want written validation notice right fdcpa
credit_card,conducted investigation believe transaction valid belong therefore respectfully declining request permanent credit disputed reason given conclusion showing credit bureau time come also debt collection agency one day calling behalf capital one regarding charge paying charge responsible make purchase got done pointing still audacity give reason supposition tell respectfully decline request permanently credited right front cfpb nothing respectful people brazen refuse pay fraudulent charge still wo ca show proof claim consider matter closed also never ever patronize capital one great day
credit_card,conducted another investigation based new complaint submission able confirm time transaction question card possession respectfully declining request permanent first respectfully anything secondly able confirm card possession ground responded time regarding issue time gave extremely vague answer thus far given supporting documentation back allegation claim conducted investigation yet investigation include document proving cardholder owes money law able request copy said document disrespectfully decline refusal request permanent credit furthermore report account credit reporting company delinquent pay report also must state think owe money must notify get report also must promptly report subsequent resolution reported delinquency everyone got report close account asap want nothing dirty rotten people
debt_collection,wf crd svc claim owe account opened result identity theft informed company also provided police report refuse take credit charged amount effecting credit hindering first time home buyer claim account opened
credit_reporting,continue refresh outdated account old account violates fdcpa fcba cra vilates section account
retail_banking,app access checking account round credit card purchase invest new worked great last year u deny access
credit_reporting,experian continue refresh outdated account old account violates fdcpa fcba cra vilates section account
debt_collection,calling friend family employer extended family telling trying locate regarding lawsuit called spoke claim calling party location processor hired state california said case trying collect refused give company address information loanme current address phone number address also notified writing contact family employer harassing unnecessarily contacting people involved giving inaccurate information lawsuit
debt_collection,calling everyday sometimes multiple time day collecting year old debt maybe others awaiting important phonecalls pick every call get always someone sometimes wo even say tell ca give information unless tell last time spoke someone told seriously harassing pandemic replied harassing calling multiple time day different random number harassment
credit_reporting,unfairly placed transunion credit report collection acct company license operate georgia bought inaccurate unvalidated unverified fraudulent collection acct another company also license operate georgia company entity exist never done business company acct anyone take minute search state business search website site page find neither one company license operate business ga company called company lost license operate financial fraud crime ironically paying bill state still illegally operated without license wreckless disregard sold inaccurate unverified fraudulent collection acct also license operate either apparently investigate broke law year ago destroyed credit life fraudulent collection acct fraudulent acct still transunion credit report disputed inaccurate fraudulent acct transunion showed written proof intentionally maliciously refused remove painful fraudulent inaccurate acct transunion credit please help thank advance thoughtful
debt_collection,federal tax refund returned refund process withheldon date president announced executive action related national emergencyfor repayment defaulted federal student loan federal tax refund returned process withhold refund completed letter show department education state need return refund attached document treasury department taken make arraignment phone type communication directly need back year refund call number provided loan invest time calling get fund back obligation return year refund file suit fraud damage incurred year collect refund back settle returning refund back year take loan credit
credit_reporting,name trying make change credit report since saw incorrect information address employment information information belong relation tight business see really capable bad effect credit report demand false information change name address employment information need removed immediately info address reported wa wa
credit_card,dispute case card ending usaa credit card merchant name transaction date transaction amount disputed amount dispute case card ending usaa credit card merchant name transaction date transaction amount disputed amount dispute making purchase credit card usaa two separate transaction merchant purchased trip cancelled told apply refund apply refund however company give refund back filed dispute credit agency help dispute account follow dispute policy state service provided customer right receive full refund impact credit negative way increasing credit balance decreasing credit score currently refinancing house also effecting financial relate
mortgages_and_loans,declared chapter bankruptcy granted bankruptcy court private student loan peak private loan included bankruptcy peak loan notified bankruptcy sure court well receiving phone call peak informed attorney contacted peak behalf end phone call worked least temporary attended graduating even loan peak wiped clean part bankruptcy cfpb state district columbia ordered peak stop collection cancel outstanding loan owns relating request credit reporting bureau delete peak entry well done either already contacted attorney like file formal complaint people harassing long
debt_collection,account account mine contacted equifax time remove account mine show proof verify even sent hard copy proof showing mine
credit_card,neiman marcus credit card able make high payment capital one work due unemployment covid ca afford pay minimum first payment gave owe payment pay ca afford amount spoke customer service rep worked capital one bank told account closed anything would able said neiman marcus strict guideline much done stated since account closed make payment stated still given late fee reported three credit agency late payment need help willing make payment ca afford month
credit_card,item purchased item returned item returned could take store faster credit due store closed refund supposedly processed credit time including today claim item still sitting warehouse unprocessed item credited still show balance item successfully credit account look balance finally show call talk told automated system balance still please help
credit_card,complaint submitted two month ago american express provide address customer service refused info many request submitted telephone number cfpb sufficient forget send message american express resolve issue
credit_reporting,name trying fix incorrect information credit report seen like never working spot address employment information incorrect belong information make really bad effect credit report also association harvest time outbreak really need support uplift affords last year address employment information address reported il employment info
credit_reporting,name trying fix incorrect information credit report seen like never working spot address employment information incorrect belong information make really bad effect credit report also association harvest time outbreak really need support uplift affords last year address employment information address reported il employment info generation
mortgages_and_loans,sent document stating flood insurance insurance company mr cooper continues charge escrow stating required insurance even though showed proof policy number contact number insurance agent asked pay home loan manageable amount mr cooper refuse allow pay principle amount since make money interest contacted mrcooper phone sent numerous email portal system numerous time well asked help social medium platform although stated would help yet hear besides usual verbiage customer outreach
credit_reporting,attached first qualified written request qwr item required select portfolio servicing sps prove standing collect mortgage payment without proving spss standing sps illegally accessed credit report false pretext invading pr ivacy fcra sps collecting money via escrow account yet refused pay property insurance since corrupt company u servicing mortgage loan customer feedback sps main business goal fradulently foreclose seize people home
credit_reporting,experian taken fraudulent action destroy effort improve credit score falsely reporting multiple charge offs double digit account account charged amount secured credit card inaccurate without providing proper documentation xxxxxxxx experian recorded multiple co credit report credit reporting agency conducted false initial dispute two inaccurately made report credit file latest result third dispute experian report number generated experian refused provide proper validation paper experian utilized update credit report credit score unlawful illegal manner clear violation fair credit reporting right federal law law state california contact number experian purported utilized contact number experian sent documentation sent address list result address xxxxxxxx ny strongly doubt address experian refused remove credit report despite concluded pay delete experian know fact record balance account also know always pay delete similar situation
mortgages_and_loans,already complained time select portfolio servicing sps deliver mortgage payment statement mortgage payment statement time mortgage payment statement arrived select portfolio servicing sps select portfolio servicing sps purpose collect illegally paying website via phone illegal fraudulent actor supposed pay mortgage time via bank bill payment pay mortgage payment via select portfolio servicing sps website see attached bank could process mortgage payment via bank bill pay besides constant mortgage payment statement delayed delivery issue escrow accounting respa cc ca
retail_banking,month made conversion one digital currency another conversion disclosure fee transaction actually say coinbase fee transaction see example image stated order preview conversation post conversion realized post conversation dollar amount far le pre conversation dollar amount upon complaining coinbase received following note expert type derivative transaction entirely false claim fund reserved liquidity volatility risk mitigation fund need returned beneficial owner retained coinbase also gone back several time clarification asking exact mechanic refused address several hello like explain happened fiat value fund received exact value expecting depending volume price order order book time conversion created conversion may fill price le favorable recent trade price case significantly commonly referred cause order produce result favorable equal le favorable original expectation per pricing fee disclosure http coinbase applies spread two percent digital currency conversion however actual spread may higher lower due market fluctuation price digital currency coinbase pro time quote price time order executes charge separate coinbase fee digital currency conversion hope information help regard many day even week transferring money money fully debited arround still often unavailable transfer coinbase likely using fund internally generate revenue
retail_banking,complaintant successfully created set checking saving account penfed required document ssn information used create account access mobile banking subsequently unlock using automated mean however online access suddenly blocked penfed employee employee stated although enrollment process require document complaintant need send utility bill ssn card photo id order unlock account automated text email generated complaintant attempt login found account locked manually initial deposit credit card application successfully made lock marking successful login usage manual lock placed penfed employee complaintant called time pst est friday est pst est pst est simple unlock executed employee document emailed representative suddenly claimed day assured review penfed ca open attached image file complaintant wonder penfed notified issue wait unlock account complaintant call wednesday pst including pst later utility paystubs ssn card photo id credit card email template tue color photo id color utility bill color ssn letter address listed manually composed email photo id ssn card utility bill manually composed email wed photo id paystubs conditionally approved credit card application manually composed penfed debit card linked transfer service however transaction randomly jammed time time penfed may show also requires additional documentation unlock account enrollment webpage require make account unlock lock placed automated system whether need constantly call ask employee execute unlock process employee problem task without constantly user call remind complaintant baffled penfed employee create situation artificially order portray complaintant calling incessantly
