qid,text,relevant,answers
7262,how many episodes of mr. robot season three,14856,10
5720,where did the bubonic plague start in europe,14906,Sicily::Pisa::Marseille
4936,who plays donald trump on saturday night live,14951,Taran Killam::Phil Hartman::Darrell Hammond::Jason Sudeikis::Alec Baldwin
4548,what are the three measurements of a woman,14968,Bust / waist / hip
5398,michael douglas morgan freeman robert de niro movie,14972,Last Vegas
6640,when does season 14 of keeping up with the kardashians,14984,"October 1 , 2017"
8054,when did the bmw 1 series have a facelift,14991,2011
586,when did the dollar bill come into existence,14996,1862
7278,who wrote the song lord you gave me a mountain,15018,Marty Robbins
4562,who is the original singer of where is the love,"15023,15024",Justin Timberlake::The Black Eyed Peas
403,who is number 10 for england football team,15068,Raheem Sterling
6597,what is the highest color belt in jiu jitsu,15106,red
4818,supreme court judge in international court from india,15116,Pathak
234,who wrote the song eye of the tiger,15121,Jim Peterik::Frankie Sullivan
4243,where does the money from lottery come from,15168,ticket sales
1766,where does the last name chambers come from,15177,English origin
2571,who won season 2 of master chef junior,15181,Logan Guleff
5602,who has the majority in congress right now,15193,Republican
1079,who has the most rbis in marlins history,15251,Barry Bonds
33,who have won the world cup the most times,15342,Brazil
1199,who produced cloudy with a chance of meatballs,15404,Sony Pictures Animation
2278,when did it become mandatory to have a social security number,15425,November 1935
744,what is the opposite of the prime meridian called,15446,the 180th meridian
1441,the sphincter that allows chyme to pass from the stomach into the small intestine is known as the,15472,the pyloric valve
4079,who was the greatest warrior for the trojans,15476,Hector
3459,when will the next fifty shades of grey movie be released,15496,"February 9 , 2018"
153,what episode in victorious is give it up,15513,Freak the Freak Out
659,who is the female lead in chitty chitty bang bang,15518,Sally Ann Howes
1341,who played bob in elvira mistress of the dark,15543,Daniel Greene
5236,what was the population of las vegas in 1960,15559,"64,405"
5202,where are the singers of florida georgia line from,15595,"Monroe , Georgia::Ormond Beach , Florida"
704,dark tower who is the man in black,15618,Randall Flagg
5432,how many eyes do orb weaver spiders have,15652,eight
6807,when did robert louis stevenson wrote his first book,15697,1883
2702,how many episodes of oak island are there in season 5,15730,18
2212,which state in india has highest birth rate,15763,Bihar
6856,what is the highest score in ice skating,15798,330.43
7211,what is the full form of c o p d,15873,Chronic obstructive pulmonary disease
7503,where do they play the cotton bowl at,15954,AT&T Stadium in Arlington
4825,when did call me by your name start filming,16004,"May 9 , 2016"
1180,in 2003 united states and british forces attacked the nation of,16087,Iraq
7931,where is the big boss marathi house located,16250,Lonavala
4354,where do most monkeys live in the world,16255,Southeast Asia::South and Middle America::Africa
914,what kind of beans are in an english breakfast,16349,baked beans
3660,where does the tv show this is us take place,16367,New Jersey::New York City::Los Angeles::Pittsburgh
7291,how many coaches on a college football team,16398,one
7952,who is the current chief vigilance commissioner of india,16410,Mr. K.V. Chowdary
7657,who did the steelers play in the playoffs last year,"16425,16426",Miami Dolphins::New England Patriots::Kansas City Chiefs
2996,what state has in god we trust on their license plate,16517,Florida
2606,where is lady and the tramp supposed to take place,16552,Midwestern town
3528,when was the first hand held camera invented,16580,Kazimierz Prószyński
3639,who plays barbara on girlfriends guide to divorce,16596,Retta
4778,who holds the record for most three pointers in the nba,16615,Ray Allen
4005,where do they kick the extra point from,16638,15 - yard line
1526,movie about a woman who kidnaps a writer,16643,Misery
2873,where is the board going when the plane crashes greys anatomy,16664,Boise
7232,who plays sara lance in dc legends of tomorrow,16677,Caity Lotz
6548,who sings lead on wouldnt it be nice,16699,Brian Wilson::Mike Love
1399,pitt players in the nfl hall of fame,"16779,16780",Mike Ditka::Rickey Jackson::Curtis Martin::Tony Dorsett::Chris Doleman::Dan Marino::Joe Schmidt::Russ Grimm
6038,the fast pace growth of cities is called,16816,Urbanization
1311,when did ford come out with the 6.7,16853,2010
4237,when was the system of checks and balances created,16882,1748
6762,how long did it take to travel from london to edinburgh by horse,16925,45 ⁄ hours
957,who does eminem not mention in toy soldiers,16932,Suge Knight
7133,who is the main character in shadow of mordor,16952,Talion
4951,when is the last time mayon volcano erupted,16989,"January 25 , 2018"
985,where are the next olympics to be held,17013,Tokyo::Beijing
8108,harry potter and the philosiphers stone release date,17023,16 November 2001
6082,what is the second movie of the pirates of the caribbean,17073,Dead Man 's Chest
242,how many episodes in got season 7 pretty little liars,17141,20
446,who made it to the world cup finals 2018,17185,Croatia::France
1168,what is the official residence of the vice president of the united states,17228,Number One Observatory Circle
1261,the largest source of electricity generation in pakistan,17249,fossil fuel
6415,what part of the internal female anatomy is self-cleaning,17277,vagina
7737,which us region has the highest poverty rate,17330,Mississippi
7781,who does elijah wood play in american dad,17343,Ethan
2861,how many episodes are in season 3 of fuller house,17374,18
475,what tv stations does sinclair own in kansas,17396,KMTW::KAAS - TV::KOCW::KSAS - TV
2623,where does the cheese go on a sandwich,17415,between two slices of bread
2790,when was the last time houston rockets were in the finals,17426,1994 -- 95
1518,who plays astrid how to train your dragon,17442,America Ferrera
1008,what state has the most shoreline in the us,17471,Alaska
7861,when did game of thrones season 7 start,17477,"July 16 , 2017"
755,what cheese is used to make the sicilian dessert cannoli,17520,ricotta
8454,formation of the ina was the result of the great efforts made by,"17525,17526",Subhas Chandra Bose::Mohan Singh
6647,who wrote go rest high on that mountain,17597,Vince Gill
796,when did the us prime rate last change,17607,15 - Jun - 17
5968,who plays mom on the tv series mom,17608,Allison Janney
5805,who plays caleb in seven brides for seven brothers,17644,Matt Mattox
5587,when was their eyes are watching god set,17661,the early 20th century
1476,who sang windmills of your mind in the original thomas crown affair,17693,Noel Harrison
4466,who sang got to get into my life,17720,the Beatles
7095,who is the cubs fan who caught the foul ball,17738,Steve Bartman
6013,close encounters of the third kind oscar nominations,17797,eight Oscars
6571,where do the baxters live on last man standing,17811,"Denver , Colorado"
3569,when did the ottoman empire take over greece,17851,1458
7771,who is the first caption of indian team,17885,CK Nayudu
1355,who baked cake on cover of let it bleed,17911,cookery writer Delia Smith
7335,how many laps in abu dhabi grand prix,17931,55
8221,when do they run the bulls in pamplona,17940,6 -- 14 July
3990,who voiced count dooku in the clone wars,17962,Corey Burton
8749,where is sperm made in the human body,17985,testicles
1287,consumption was the former name of which disease,18000,tuberculosis
6957,who wrote the song meet me in the middle,18049,Zedd::Sarah Aarons::The Monsters and the Strangerz::Grey::Jordan K. Johnson
7812,when did hpv vaccine became available in us,18065,2006
4976,who wrote the music for somewhere in time,18140,John Barry
3315,number of branches of oriental bank of commerce in india,18163,1092
1985,when does hook show up in once upon a time,18170,The Crocodile
3047,who wrote the song paint me a birmingham,18206,Gary Duffy::Buck Moore
3598,who did ed sheeran wrote nancy mulligan about,18210,William Sheeran::Anne Mulligan
5034,where does the energy to drive photosynthesis come from,18218,light energy
184,how many states in the us have the death penalty 2018,18274,31
1307,who wrote the story of the tortoise and the hare,18345,Aesop
6417,who became the leader of israel following moses death,18363,Joshua
249,who signed the 1900 buganda agreement on behalf of the british,18387,Sir Harry Johnston
4682,n. the social class between the lower and upper classes,18390,middle
8708,where is the moon located during a solar eclipse,18425,between the Sun and Earth
7359,the lowest point a stream will erode is known as,18475,Downcutting
5180,what is the most commonly used adjective in the english language,18481,one
8450,feast day of our lady of perpetual succour,18488,June 27
2883,who plays sherman in mr peabody and sherman,18507,Max Charles
3014,the dna directed synthesis of an rna molecule is called,18542,Transcription
6716,when was the office of the vice president created,18565,1787
3307,who sang the song he stopped loving her today,18621,He Stopped Loving Her Today
6752,what state in the us has the lowest education,18632,California
3473,what is the record for most strikeouts in a season by a hitter,18637,223
6719,how many episodes are in season 2 of lucifer,18650,18
731,what does dc stand for in washigton dc,18731,District of Columbia
6141,who won the presidential election in new hampshire in 2016,18829,Hillary Clinton
7644,when did the marco polo app come out,18842,2014
6302,who played richard kimble in the tv series,18846,David Janssen
3492,how many years did deion sanders play baseball,18897,nine
6446,where is an eye for an eye found in the bible,"18938,18939",Leviticus::Exodus::Deuteronomy
1277,who plays the alien bounty hunter in x files,18953,Brian Earl Thompson
8586,what is the most streamed song on youtube,18966,Despacito
2837,who made the most points in nba history,19007,Kareem Abdul - Jabbar
1142,who gave the concept of game theory first,19024,Charles Waldegrave
3442,who lead the french in the french and indian war,19085,Louis - Joseph de Montcalm
6120,when does season 3 of the expanse start on netflix,19144,2018
440,where does bacteria in the mouth come from,19168,saliva
5991,hanuman chalisa with the stars hanuman da damdaar,19181,Sneha Pandit::Taher Shabbir
2666,the country where the headquarters of the united nations is located,19201,the United States
4748,when did the united kingdom join the united nations,19242,24 October 1945
4309,how far is wharton texas from houston texas,19251,sixty miles
4283,who sang the song beauty school dropout in the movie grease,19264,Frankie Avalon
4296,who plays veronica on the haves and have nots,19266,Angela Robinson
5738,when did the battle of york town end,19270,"October 19 , 1781"
3948,who produced sign of the times by harry styles,19308,Tyler Johnson::Alex Salibian::Jeff Bhasker
3418,vote percentage of bjp in 2009 lok sabha election,19334,24.63
1791,where was the first north american indigenous games held,19381,"Edmonton , Alberta"
342,where does river benue and river niger meet,19394,Lokoja in Nigeria
1446,when was the first indian head penny made,19409,1859
8153,who played roxie hart in chicago on broadway,19443,Gwen Verdon
5324,who traded gold and slaves to build the asante kingdom,19453,Ashanti
5569,when are new episodes of troll hunters coming out,19487,2018
6563,how many languages is the book of mormon translated into,19518,110
4179,who sings the song what a beautiful name it is,19531,Hillsong Worship
6221,who won the season 11 of the voice,19555,Sundance Head
1275,who decide bill is money bill or not,19578,the House of Representatives
1898,whats the latest version of google play store,19593,8.2. 56
1198,who had a hit with house of the rising sun,19645,the Animals
5832,who plays scott granger on young and restless,19685,Daniel Hall::Blair Redford
7574,when did world war ii end in the pacific,19692,14 and 15 August 1945
5232,who plays magic in blood in blood out,19705,Victor Rivers
8195,who is the creator of star vs the forces of evil,19714,Daron Nefcy
4116,who played harmonica on the wizard black sabbath,19737,Ozzy Osbourne
5404,when was the last time georgia tech won a national championship,19769,1990
7775,which is the higest peak in the world,19811,Mount Everest
5372,who plays victor in days of our lives,19845,John Anthony Aniston
1350,when does the new season if arrow start,19852,"October 12 , 2017"
3060,who is the winner of gold macau open trophy competition 2017,19986,Kento Momota::Wahyu Nayaka::Yu Xiaohan::Zheng Siwei::Huang Yaqiong::Cai Yanyan::Ade Yusuf
2491,when was under god added to the pledge of alegience,20002,Flag Day in 1954
5414,who won the last triple crown in baseball,20037,Miguel Cabrera
2649,how many episodes in love hate season 1,20061,4
3782,where did the bay of pigs take place,20077,Cuba
680,who plays the mayor in blue bloods season 8,20170,Lorraine Bracco
6981,when did the united states enter world war 2 in europe,20192,December 1941
1861,who wrote the song fairytale of new york,20281,Jem Finer::Shane MacGowan
4841,who played hercules wife in the 2014 movie,20313,Irina Shayk
8458,first nobel gas in solar eclipse in india,20327,helium
5458,when was the post 911 gi bill passed,20335,"June 30 , 2008"
8566,when does the football transfer window open in 2018,20356,August 9
6952,who said speak softly and carry a stick,20366,Theodore Roosevelt
3523,who said the power of the pen is mightier than the sword,20384,Edward Bulwer - Lytton
3342,when did the song country roads come out,20399,"April 12 , 1971"
4609,when was the bull leaping bronze statue found,20417,1921
8075,when was the last time the redskins won the superbowl,20425,1991
6139,how many countries have the official language of french,20526,29
2403,most points scored by michael jordan in a playoff game,20530,63
4273,when does india receive most of the rainfall,20545,between June and October
2889,how big is 1 acre in square feet,20603,"43,560 square feet"
182,how many sword art online games are there,20621,Six
3861,where was my name is earl supposed to take place,20685,Camden County
8098,when was chlorine gas first used in ww1,20705,before 2 January 1915
4616,where was in the heat of the night filmed in 1967,20756,"Sparta , Illinois"
4917,who sings power rangers dino charge theme song,20779,Noam Kaniel
7543,where did north korea test its nuclear weapons,20787,Punggye - ri Test Site
2916,where does carbon fixation occur in c4 plants,20798,in the mesophyll cells
7892,blood is pumped from which part of the heart to the lungs,20813,right ventricle
8622,what does c v s pharmacy stand for,20822,Consumer Value Store
851,what is the first marvel movie to watch,20853,Iron Man
8301,who was involved in the fugitive slave law,21004,Southern slave - holding interests::Northern Free - Soilers
4288,what type of water is in the ocean,21020,saline water
4823,when did the united states host the last olympics,21077,2002
2658,which of the following is the slowest tempo indication adagio andante allegro vivace,21094,Adagio
7382,what episode of mr young do adam and echo kiss,21136,`` Mr. First Impression ''
8276,what is the poverty rate in the usa,21143,13.5 %
1632,what is the record for most wins in jeopardy,21198,74
6421,who played the daughter in back to the future 2,21234,Wendie Jo Sperber
7550,what episode is the family guy american dad crossover,21247,`` Hurricane ! ''
7853,when is game of thrones season 7 episode 7 releasing,21258,"July 16 , 2017"
8513,when did the dodgers move to la from brooklyn,21299,1957
1004,what is meaning of peepal tree in english,21326,sacred fig
7877,what do you call a person from czech republic,21342,The Czechs::the Czech people
2796,when did england last win a knock out match,21406,2006
6070,when does the new winter big brother start,21432,"February 7 , 2018"
8564,when was the last year the ford excursion was made,21454,2005
6298,who does the voice of hans in frozen,21467,Santino Fontana
1083,who is the governor of madhya pradesh now,21485,Anandiben Patel
7495,who did aibileen work for in the help,21491,Elizabeth Leefolt
4792,who was the ruler of the aztec empire when the spanish conquest began,21523,emperor Cuauhtemoc
2772,what is the name of the airport in ho chi minh city,21601,Tân Sơn Nhất International Airport
191,name of bad witch on wizard of oz,21618,Wicked Witch of the West
8729,who set up the first stockyard for texas cattle in abilene kansas,21658,Joseph G. McCoy
5444,who is the architect of sheikh zayed mosque,21682,Yousef Abdelky
2892,what is the most densely populated state in the country,21691,New Jersey
3444,name the current speaker of the united states house of representatives,21702,Paul Ryan
4081,when do new car year models come out,21708,late September
1177,where are the headquarters of wizards of the coast,21711,"Renton , Washington"
3546,when did the us recognize texas as an independent nation,21735,March 1837
2686,who is the actor that plays hagrid in harry potter,21761,Robbie Coltrane
4929,who won american idol the year jennifer hudson,21774,Fantasia Barrino
3504,where did they film the witches of eastwick,21814,"Cohasset , Massachusetts"
6791,when does season 2 of legion come out,21826,"on April 2 , 2018"
6914,who played the well walker in the walking dead,21868,Brian Hilliard
2202,who is the director of iron man 3,21881,Shane Black
1567,who does the voice of brian on family guy,21972,Seth MacFarlane
2594,when did the romans dominate the iberian peninsula,21984,27 BC
5369,who sang the theme song beauty and the beast,22124,Angela Lansbury
6344,who is going to be in the world cup final,22234,Croatia::France
2529,what is the last name of the current english royal family,22279,Mountbatten - Windsor
3605,who support swaraj party in central legislative assembly in pre independent india,22301,Gandhi 's supporters
3811,what is the hubble classification of the milky way galaxy,22312,SBb or SBc
3846,when was the english bill of rights signed,22322,16 December 1689
3959,what is the most common symptom of schizophrenia,22353,Deficits in cognitive abilities
8173,who is gloria on im dying up here,22435,Nicole Ari Parker
6193,the bidding process for the 2010 world cup involved three african countries they were south africa,22450,South Africa::Egypt::Morocco
601,what was the first bring it on movie called,22521,Bring It On
8681,who are the defending champions of champions trophy,22539,Pakistan
8484,when was the last time the dream act was introduced,22573,"May 11 , 2011"
3819,what is the name of the first book of the new testament in the bible,22585,Matthew
6611,when did the first amendent of the indian constitution carried out,22697,1951
3693,who plays the female doctor in doctor strange,22709,Rachel McAdams
493,what is the population of detroit lakes minnesota,22811,"8,569"
3586,who is one of the first german composers that we know about,22839,Adam von Fulda
1,how many pages is invisible man by ralph ellison,22848,581 ( second edition )
5082,who founded missions on the west coast of america,22879,Spanish
5141,where was sex and the city 2 filmed,22907,Sidi Kaouki::New York City::Morocco::Amanjena
2229,what is the legal age for drinking alcohol in usa,22932,21
6621,when did the cold war between russia and america start,22990,1947
6040,who does chris griffin voice on family guy,23107,Seth Green
6698,who was the president when the national anthem was written,23121,President James Madison
3302,who wrote the lyrics to the greatest showman,23158,John Debney::Joseph Trapanese
6985,who did mr drummond marry on diff'rent strokes,23200,Maggie
2888,crossword clue 19th century novelist who created barsetshire,23221,Anthony Trollope
6740,where did the rockefeller tree come from 2014,23231,"Danville , PA"
105,who sang the song i love to love,23241,Tina Charles
3107,when did labrador become a part of newfoundland,23260,1809
7385,what is the minimum age to become the president of india,23291,35
5620,who wrote it only takes a minute girl,23326,Dennis Lambert::Brian Potter
2618,what is a natural source of salicylic acid,23340,willow tree
367,who did we fight against in world war 2,23369,Japan::Italy::Germany
2462,when was the last steam train used in uk,23511,11 August 1968
3415,when did the new tax cuts go into effect,23525,"January 1 , 2018"
5087,who wrote the seven commandments in animal farm,23617,Snowball and Napoleon
8040,when was show me the way to go home written,23670,1925
6470,who has the most world series wins in mlb history,23678,New York Yankees
4181,where does the monarch butterfly go in the winter,23754,central Mexico
4314,who speaks in the beginning of pound cake,23820,Jimmy Smith
1799,when does daylight savings time end in colorado,23838,first Sunday in November
1965,how much did the new tappan zee bridge cost,23862,$3.9 billion
2036,when is the next spongebob movie coming out,23877,"July 22 , 2020"
6648,who got to the lakers first shaq or kobe,23896,Kobe Bryant
2184,where do they move to in cheaper by the dozen,23955,"Evanston , IL"
6305,when does olivia come back to her universe,23972,Entrada
964,who has covered the first cut is the deepest,24020,Rod Stewart ( 1977 )::Keith Hampshire ( 1973 )::Sheryl Crow ( 2003 )::P.P. Arnold ( 1967 )
7007,when did season 5 of bates motel come out on netflix,24035,"February 20 , 2017"
1597,when did the show last man standing start,24057,"October 11 , 2011"
1762,who played bass on and justice for all,24094,Jason Newsted
3591,who is the chess champion of the world,24129,Magnus Carlsen
5658,who did southern democrats run for president under the newly formed dixiecrat party in 1948,24185,Strom Thurmond
5160,upon which document in american history is the language of the declaration of sentiments based,24194,United States Declaration of Independence
4106,bambi love and hip hop atlanta real name,24225,Adizia Benson
7093,when did kareem abdul jabbar reach 30000 points,24262,1983 -- 84
2639,what kind of dogs are in game of thrones,24269,Northern Inuit dogs
1018,zen and the art of motorcycle maintenance bikes,24276,CB77 Super Hawk
621,who has the tiger in the walking dead,24283,Ezekiel
4599,who holds the record for most one day international wickets,24295,South Africa
5822,who won the stanley cup finals this year,24331,Washington Capitals
7773,when did monica and chandlers wedding episode air,24367,"May 17 , 2001"
5808,our growth is done through what cell process,24377,Metabolism
1547,what year did the first friends episode air,24457,1994
1604,when did thirteen reasons why season 1 come out,24539,"March 31 , 2017"
6025,which part of the ocean is the deepest,24600,Mariana Trench
1819,when did texas become part of united states,24617,1845
7213,who plays chad on sonny with a chance,24627,Sterling Knight
3499,who wrote the song if i ruled the world,24637,Leslie Bricusse::Cyril Ornadel
3057,what were the seven ancient wonders of the world,"24642,24643",Colossus of Rhodes::Great Pyramid of Giza::Temple of Artemis::Lighthouse of Alexandria::Mausoleum at Halicarnassus::Hanging Gardens::Statue of Zeus
2859,who wrote the book one flew over the cuckoo nest,24654,Ken Kesey
2315,where are faeces formed in the human body,24673,small intestine
7428,what is the last season of beauty and the beast,24695,fourth
6869,how many episodes in meteor garden 2018 season 1,24704,50
6754,who is the statue of standing on the corner in winslow arizona,24722,Glenn Frey
577,what was the name of bangladesh before independence,24730,East Pakistan
3456,when did the food stamp card come out,24806,the late 1990s
1228,who created the declaration of rights of man,24858,Honoré Mirabeau::Lafayette::Thomas Jefferson
4850,what color is the line in jack on a computer,24893,Light blue::Pink
480,what are the two most successful teams in spains soccer clubs,24915,Real Madrid::Barcelona
3074,when did jeep start making 4 door wranglers,24955,The 2007 model year
5411,who sings it all started with a beer,24988,Frankie Ballard
6515,where does google maps get its satellite images from,24993,satellites::aircraft
3432,age 21 became the uniform legal drinking age across the us in,25041,"July 17 , 1984"
5996,who is the fbi agent in the wolf of wall street,25058,Patrick Denham
8700,what episode of dark angel is jensen ackles in,25098,Pollo Loco
2233,who won worst cooks in america celebrity edition 2016,25124,Nick Slater
5680,what is the state capitol of new mexico,25145,Santa Fe
7690,who wrote the song the cowboy rides away,25155,Casey Kelly::Sonny Throckmorton
7275,where is west shamokin high school in pa,25159,in Rural Valley
5304,when does damon and elena finally get together,25213,season 8
7409,how many games did france play in world cup,25223,6
1511,when did california became part of the union,25249,"September 9 , 1850"
6064,what is the head of a jail called,25369,warden
7779,who plays stella in how i met your mother,25375,Sarah Chalke
6505,how many american troops died in the korean war,25439,"2,830 non-battle deaths::33,686 battle deaths"
1470,the atlantoaxial joint is an example of what type of joint,25543,a pivot joint
578,who plays the queen on game of thrones,25554,Headey
5975,who sings i like it like that with cardi b,25571,J Balvin::Bad Bunny
2690,who plays cyrus in when calls the heart,25593,Spencer Drever
7012,who has the most touchdowns of all time,25613,Jerry Rice
2907,the south carolina exposition and protest was published in response to the,25809,Tariff of 1828
2163,how many seats in rajya sabha in assam,25814,6
5145,when is the next episode of lucifer coming out,25867,"April 16 , 2018"
6381,who sings just give me some kind of sign girl,25894,Brenton Wood
4984,what major league baseball player has the most world series rings,25908,Yogi Berra
1098,how much is the path train to jersey city,25952,$2.75
5729,who is considered as the father of geometry,26018,Euclid
6246,who plays the dad in the quiet place,26034,"John Krasinski ,"
1493,who stars in the new movie breaking in,26068,Gabrielle Union::Billy Burke
8256,who played seven of nine on star trek voyager,26077,Jeri Lynn Ryan
3447,where does the ophthalmic nerve exit the skull,26096,superior orbital fissure::nasal bones::anterior ethmoidal foramen::supraorbital notch
52,who does the voice for love island australia,26102,Eoghan McDermott
772,who does sam end up with on glee,26126,Mercedes
6840,who is the governor of jammu and kashmir present,26138,Satya Pal Malik
3766,who forged the ring in lord of the rings,26142,Sauron the Dark Lord
6936,when did they build the empire state building,26168,1931
4654,who was the first woman awarded the nobel peace prize,26287,Bertha von Suttner
2055,in 2011 what was the dominant source of energy in the world,26302,coal
6604,who served as pm of india for longest duration,26349,Jawaharlal Nehru
5422,when did humans begin to live in permanent settlements,26360,"around 17,000 BC"
6467,which type of cancer has the poorest prognosis,26368,Diffuse Intrinsic Pontine Glioma
3493,who performed at the champions league final 2018,26376,Jamaican rapper Sean Paul::English singer Dua Lipa
6154,who was the writer for the force awakens,26397,Lawrence Kasdan::Michael Arndt::J.J. Abrams
2358,who does barry allen marry in the flash comics,26532,Iris
1579,when did ben rectors new album come out,26597,June 2018
7170,who owns the rights to amos and andy,26619,CBS
2196,who does the song rock you like a hurricane,26644,Scorpions
1697,what language do they speak in meteor garden 2018,26652,Mandarin
8465,what cover-up is the movie the post about,26674,the Pentagon Papers
119,how much does an arleigh burke destroyer cost,26708,US $1.843 billion
6425,when is the last time the astros went to the world series,26748,2017
1226,when did european cup become uefa champions league,26824,1992
226,one hundred thousand is equal to how many lakhs,26863,one
7965,who wrote the song one is the loneliest number,26869,Harry Nilsson
7029,who plays the demon in once more with feeling,26887,Hinton Battle
3330,where were the pilgrims originally bound a. pennsylvania b. massachusetts c. virginia d. new york,26934,Massachusetts
4277,where does the name du plessis come from,26962,Afrikaans
515,where did the craters on the moon come from,26965,impacts
3691,where is the screen actors guild awards being held,26977,Shrine Exposition Center
215,what is the fastest roller coaster in california,26994,Formula Rossa
1094,where was season 4 of jersey shore filmed,27032,"Florence , Italy"
1410,when did they start to build the great wall of china,27064,771 -- 476 BC
2713,who is the goddess of the moon in greek mythology,27136,Selene
668,who holds the record for the most wimbledon titles,27188,Roger Federer
2622,what type of reaction is the rusting of iron,27203,electrochemical
1513,who played samwise gamgee in the lord of the rings,27216,Sean Patrick Astin
8319,who is the winner of rising stars season 2,27246,Hemant Brijwasi
8359,what color wizards are in lord of the rings,27264,sea - blue::grey::brown::white
8328,who produced age aint nothing but a number,27274,R. Kelly
2687,when is episode 13 of attack on titan season 2 coming out,27322,"April 22 , 2017"
4455,who wrote if i never sing another song,27356,Don Black
6821,who played bass for crosby stills nash and young,27364,Greg Reeves
6234,who won the popular vote in the 2017 election,27372,Hillary Clinton
2041,when did toyota start selling cars in the us,27548,early 1980s
4797,how many colleges or universities are in the united states,27642,"4,627"
5021,who is the coach of the cincinnati bearcats,27778,Luke Fickell
6577,who does finn wolf hard play in stranger things,27800,Mike Wheeler
3543,when does the new royal liverpool hospital open,27811,the Summer of 2018
1347,where did the idea of representative democracy come from,27819,The Roman Republic
1158,who hosts the ball drop in times square,27851,Ryan Seacrest and Jenny McCarthy
3775,what is the lining of the mouth called,27867,oral mucosa
5302,who played mon mothma in return of the jedi,27877,Caroline Blakiston
7870,how many parts are in the waco series,27881,six
7037,what kind of wood is used for pinewood derby cars,27906,pine
1671,a promise in exchange for a promise is an example of,27921,contract
2532,where do the flyers play their home games,27932,Wells Fargo Center
4421,when do new episodes of bill maher air,27969,"January 20 , 2017"
6028,who was the original singer of me and mrs jones,27979,Billy Paul
5383,when did south africa hold the world cup,27990,2010
1845,when is the next modern family episode airing,28037,"May 2 , 2018"
1644,who played alice in a league of their own,28091,Renée Coleman
1955,who wrote give me a home among the gum trees,28105,Wally Johnson
2050,who played jill abbott on the young and the restless,28108,Bond Gideon ( 1980 )
351,who was the lead actor in movie toile ek prem katha,28146,Akshay Kumar
335,when was the last western roman emperor overthrown,28160,31 October AD 475
6972,who has won the most super bowl wins,28174,The Pittsburgh Steelers
1828,when does toby come back to the office,28222,midway through season 5
5330,which country was the first to land on the moon,28275,Soviet Union
5571,how many teams havent won the stanley cup,28334,13
3584,who narrates the hitchhiker guide to the galaxy,28357,Peter Jones
5399,where was the first successful english colony located,28381,Jamestown
7202,number of cities and towns in rhode island,28423,8 cities::31 towns
5190,what are the names of the 7 deadly sins,28433,lust::envy::wrath::gluttony::greed::pride::sloth
5371,when do the 2018 stanley cup playoffs end,28476,"June 7 , 2018"
8618,where are the members of the rolling stones from,28553,"London , England"
3764,what bodies of water surround cabo san lucas,28690,the Pacific Ocean::the Gulf of California
1304,where does something old something new something borrowed something blue come from,28698,Lancashire
6941,where does most of the chicken in the us come from,28712,closer to major cities
8490,who won the 100 years war france or england,28719,French victory
2173,who were the original members of the monkees,28780,Peter Tork::Micky Dolenz::Michael Nesmith
2395,who does fresno state play in the bowl game,28890,Houston Cougars
6825,how many episodes in season 2 sex and the city,28894,18
460,when does pam get pregnant for the second time,28928,beginning of Season 8
2679,which economic system relies on the interaction of buyers and sellers,28940,A market system
2555,when does the afc west play the nfc west,28962,2018
3510,how many albums has taylor swift sold overall,28977,over 40 million albums
5283,who was the first english mathematician who first used the modern symbol of quality in 1557,29017,Robert Recorde
6395,where do calluses on your feet come from,29024,pressure::repeated friction::other irritation
6708,who won the 1995 rugby world cup final,29036,South Africa
8755,who has the rights to alice in wonderland,-1,-
8758,when is the next tangled the series episode coming out,-1,-
8767,my first love was a castle in the sky,-1,-
8777,where does the saying like a boss come from,-1,-
8780,meaning of lyrics to wade in the water,-1,-
8784,when did hawaii become a state and why,-1,-
8798,where in the constitution is the concept of federalism established,-1,-
8801,the arp request is sent to which of the following layer 2 destination addresses,-1,-
8809,youtube phil collins don't lose my number,-1,-
8810,when does karev die in grey's anatomy,-1,-
8812,meaning of joy to the world by three dog night,-1,-
8826,who plays nikki in need for speed carbon,-1,-
8833,who played in the movie harper valley pta,-1,-
8845,how common is the word in the english language,-1,-
8856,disney characters for every letter of the alphabet,-1,-
8857,7 deadly sins signs of a holy war,-1,-
8865,list of states of australia and their capitals,-1,-
8881,differentiate between dot matrix printer and daisy wheel printer,-1,-
8886,whats the difference between ram 1500 and 2500,-1,-
8888,my girl don't lie to me american gods,-1,-
8889,how much does.it cost to raise a child,-1,-
8891,who are the faces of the postcode lottery,-1,-
8897,india and china went to war in 1962,-1,-
8902,how many languages do they speak in africa,-1,-
8903,when does the soul train music awards come on tv,-1,-
8905,what guides santa home after he has delivered presents,-1,-
8912,it took 130 years for the human population to double from 1 billion to 2 billion,-1,-
8915,all i want for christmas is you mariah carey tour,-1,-
8920,the settlers were attracted to oregon for all of the following reasons except,-1,-
8932,is president's day a bank holiday in the us,-1,-
8944,what events occurred in the fighting at seas and near the great lakes,-1,-
8945,who is the only bowler to take hattrick in test cricket,-1,-
8947,what is windows defender and what does it do,-1,-
8957,how has australia been influenced by other cultures,-1,-
8967,how many prime ministers have there been in uk,-1,-
8971,where is a pulse generator most commonly found in a car,-1,-
8980,where are located the acetabulum and the glenoid cavities,-1,-
8983,when calls the heart season 3 episode 12,-1,-
9004,what is the percentage of aids in the world,-1,-
