original_category,narrative,index,predicted_category
mortgages_and_loans,complaint firstmark answer last complaint firstmark send promissory note loan time asked response send copy letter claimed sent complaint response letter sent outlined could make payment bankruptcy letter reasoning charge interest bankruptcy asked removed twice asked documentation showing owe le show sent information twice file court discharge paper show remaining balance made payment since show legally charge interest asked twice keep making payment ignored court show owe interest attached doc time review please sure review time took student loan student university dad student loan would approve credit history alone total loan approximately parent filed chapter bankruptcy student loan pulled repayment plan since dad point successfully making payment loan year parent bankruptcy filed pulled student loan bankruptcy status notified change logging onto online account make payment could everything said account bankruptcy call specific number called bank twice first phone call rep answered said speak representative iowa bankruptcy transferred woman voicemail left message stating wanted remove student loan bankruptcy status dad continue make payment loan needed information make payment since online account locked one ever called back day later called told talk representative iowa transferred rep voicemail time leave second message since first one left unreturned talked dad talked bankruptcy lawyer lawyer said leave loan bankruptcy payout taking legal advice stopped trying get hold fast forward late receive email stating credit score changed log credit report find day past due ding resulted credit point drop company called firstmark idea company involved credit company found servicing student loan knew loan dad bankruptcy reached dad said bankruptcy discharged plan paid full sent copy discharge paper confirm showed total remaining balance student loan called firstmark customer service early spoke rep rep answered phone understand bankruptcy meant account past due explained account pulled dad bankruptcy year ago idea account still open female rep responded required send statement courtesy still pay loan agreed even receive statement asked speak manager transferred escalation rep escalation rep agreed ok ding credit account know still open due account still bankruptcy status firstmark allowed send anything mail account said illegal send statement information make payment account bankruptcy status never received notification note last complaint firstmark rep responded stated firstmark mail information make payment asked clarification firstmark last complaint receive answer right one rep saying send anything making payment information account another rep saying also asked copy documentation sent receive response firstmark request copy documentation sent two week ago answer get firstmark respond file complaint cfpb phone call rep stated agree situation help ended filing complaint cpfb finally firstmark removed ding credit unresolved issue still remains filed multiple complaint remaining balance student loan account currently firstmark show owe student loan bankruptcy discharge paper dad gave show owe account combined first complaint firstmark responded updating credit said discrepancy account balance looking one account balance true second complaint firstmark issue balance difference interest accrued bankruptcy asked removed make payment twice response firstmark responded complaint saying still owe full negotiable responded customer service department directly second complaint explaining issue asked make payment bankruptcy ignored request year later firstmark come back say owe additional interest would accrued responded first two request make payment bankruptcy give idea parent bankruptcy started family paid interest firstmark student loan saying pay additional due account sitting bankruptcy year time request moral thing let pay back remaining principal owe account close done asked negotiate several time without cooperation firstmark xxxxi requested original promissory note account copy letter firstmark sent several week later received one copy online promissory note one student loan still missing promissory note loan copy postmarked letter firstmark mailed letting know make payment account bankruptcy status far firstmark keep changing answer fit action reviewing company hundred hundred complaint government anything company take class action lawsuit treated fairly,346,credit_reporting
retail_banking,venmo horrible customer service venmo requested forward dl verification sent requested document review access considering living hotel right dont get money street newborn agent usless arent willing help refuse go beyond client,353,credit_card
debt_collection,previous page allow actually select option fit situation capital one promised email return account standing paid took half stimulus check paid amount account restricted remains spoke account specialist approximately month ago promised pay additional addition auto pay amount next payment date missed making payment one day accessing website noticed different amount due paid saw account still permanently restricted would unrestricted able review previous response complaint could access website review unable retrieve mail po box sent due however concern account going go restriction information put one email received indicated account danger charged instead told account would remain current good standing paid received stimulus check way could make large enough payment satisfy capital one paid requested bring account current email stated would happen expected however upon going online late verify receipt balloon payment received confirmation payment capital one noticed account account specialist spoke put request restriction lifted upon checking today discovered restriction lifted disappointing frustrating feel capital one misrepresented fact uphold stated email struggled pay something every month since account capital one seems want push pay afford agree disagree point multiple bill pay everyone paid capital one believe acted faith believe honest paid expecting restore account standing could used amount pay several essential bill point nothing satisfy capital one unwilling compromise compromise pay want despite inability pay amount hand made compromise increased original auto pay paid larger amount including balloon agreed pay amount turned pay paying every month disappointed frustrated feel hopeless resolved mutual satisfaction dismayed since seems capital one said made false claim get make large balloon payment reneged statement restore account standing large payment received feel lied lied feel good,360,credit_card
credit_reporting,new original attached letter found citi simplicity titled account approval notice dated month according citi already day late opened card identity theft reached citi card could pay online pay phone time new card reissued new account apparently attached company incorrect previously filed cfpb complaint denied citi please help clean credit put identity theft behind thank,370,credit_card
credit_reporting,new original attached letter found titled account approval notice dated month according already day late opened card identity theft reached could pay online pay phone time new card reissued new account apparently attached company incorrect previously filed cfpb complaint denied please help clean credit put identity theft behind thank,371,credit_card
retail_banking,stolen stolen well fargo declined claim even though working private investigator suspect name well fargo claim situation wallet stolen collectively credit card checking account around charged well fargo debit card immediately refunded charged credit card originally told well fargo would refunded within business day called immediately call fraud department three time able successfully stop transfer money charge account end business day told denied private investigator working case suspect camera using car well fargo unresponsive working please help going school late tuition pay,378,credit_card
retail_banking,able prove identity state identification selfie video birth certificate social security instrument well phone number file hello registered account coinbase email phone number enabled phone number assigned mid deposited bitcoin atm coinbase bitcoin wallet address girlfriend split stole device hacked everything used register account access anything created coinbase account device made contact support team different email longer access coinbase wanted send selfie video device ip explained problem different email device stolen device ip address phone number made complaint never herd anything back made one last attempt email attempt gain access trust account please please help resolve issue please really need money right anyone thank able prove identity state identification selfie video birth certificate social security instrument well phone number file,381,credit_card
retail_banking,follow previous claim sent kind two part problem venmo happened attempted purchase football ticket individual online know huge mistake scammed requested sent person claimed never got attempted venmo promise return original receive sent venmo another mobile banking another bank thing claimed never got thats started click scammed refused send anymore money blocked way contacting individual attempted every possible route recover money venmo wont help bank wont help department recommended go route anything guy,387,credit_card
credit_reporting,collection remains charge remains charge remains acct remains,388,credit_card
mortgages_and_loans,writing regard concern upside financially ive experienced third salesperson name dealership arizona basically took lease brown put red went pricing thing nature leasing different purchase however never explained going absorption cost lease cost used rental dealership im upside lease name work independent consultant due pandemic going thru reorge reorganization found week know option offer verge filing bankruptcy chapter next friday thought could get resolution based last conversation customer service need figure thing feel like struggle car put predatory lender car longer even company sale car two half year would love option maybe leasing possibly voluntarily surrender car back wanted inform someone misinformation miscommunication presented put current car financial situation please advise next step sincerely,392,credit_card
debt_collection,company asked forward formal letter fia card service na write company fia card service na present judgment v sc,389,credit_card
retail_banking,date amount total usd company remitly found someone hacked remitly account took cash debit card linked remitly account reported unauthorized activity case remitly company soon found said consumer protect team contact within feedback contacted complained answer always sorry hear customer protection team contact next step within,391,credit_card
debt_collection,consistently hounded cooper respect debt claim owe chapter bankruptcy attorney defended fight motion stay chapter proof payment provided motion withdrawn process held discharge chapter three month asked provide copy check far back cooper account time mortgage servicing company called account consequently sold seterus cooper consistently provided proof payment included check image certified mail receipt given nature company took extra step cost always mailing payment via certified mail week chapter discharge received letter cooper requesting payment letter also asked lawyer provide name amount due arbitrary accounting information ever provided fact given proof cooper record detailing arrived amount credit score checked today due report cooper day arrears copy certified mail receipt prove arrears credit fraudulently ruined,401,mortgages_and_loans
debt_collection,intend pursue litigation accordance fcra seek relief recover monetary damage may entitled section section unverified item listed deleted immediately copy letter well copy three written letter sent previously also become part formal complaint federal trade commission shall used evidence pending litigation provided fail comply offer settlement despite three written request unverified item listed still remain credit report violation federal law required fcra copy original creditor documentation file verify information mine correct result investigation stated writing verified item reported correctly verified account provided copy original documentation consumer contract signature required section section furthermore failed provide method verification required section please advised section fcra required promptly delete information verified law clear civil liability remedy available section fail comply federal law litigious consumer fully intend pursuing litigation matter enforce right fcra certified mail tracking last letter,397,credit_reporting
debt_collection,identity compromised somebody know please feel free give call question concern,406,credit_card
debt_collection,balance past due monthly payment account longer owed original company account researched see sort rental contract requested company online collection send signed contact account illegally collecting rep ive spoken told theyd send never provide dispute experian instead verify point reading horrendous review peer understand come cfpb assistance ridiculous classified illegal please assist,409,credit_reporting
debt_collection,make sure delivered delivered properly must say first young hardworking man deserves fair share consumer right laid u see abide held responsible thing liable big business everyday get away unfair business practice order save extra buck gain extra buck one let happen currently going identity theft recovery couple credit account opened name also fraud charge actual account incident early guy ran outside pretty much beat took wallet held id social card insurance card card contacting bank giving head happened long behold multiple fraud charge credit card compromised able take care situation bank mostly hold liable unauthorized charge except credit card issued department store national bank personally called early unauthorized charge made posted account said investigate case take meanwhile account still accessible crime thief charged another contacted told worry account adjusted proper amount credit moved along assumed taken care around early come back view account online see reversed disputed fraud charge account also got alert credit bureau card account maxed staining credibility also got letter mail dated see letter attachment stating review investigation decided permanently reverse credit account said charge made using previous card protected embedded chip like meant anything case card code process charge credit card hence anyone literally use card problem claimed letter card possession transaction questioned arent considered fraudulent activity literally told yall wallet card stolen kind made story yall got yall system presence card fraudulently used beat robbed filed ftc law enforcement police report sent credit bureau account opened name fraud charge incident thief used card responsible liable worth purchase need give back full credit onto account use credit account close either way make right ca force liability unacceptable making possession story yall back office claimed claim initiated yall know total unfair business practice wont stand fight tooth nail pursue litigation defend right stand claim,407,credit_card
retail_banking,may concern im submitting complaint behalf dispute list transaction happened understanding impossible dispute transaction directly thats agent told anyways im asking cfpb involved signing documentation anything would simply like fund back merchant fully highlighted statement attached draw fund back id like know came term investigation process answer cfpb portal call mail anything mailing address phone number tn usa number thank much understanding prompt response thanks,404,credit_card
mortgages_and_loans,authorized freedom mortgage withdraw mortgage payment due amount making online payment illegally withdrew brand new checking account without authorization causing brand new account overdrawn phoned freedom mortgage went purchase grocery debit card declined due unlawful withdrawal fund account freedom mortgage holding hour told customer service reversal amount would processed fund back account said need send additional documentation anything additional fund get put back account forced call work gas money get work without fund called freedom mortgage told needed provide bank statement showing fund came account higher amount would take day completely unacceptable told person spoke friday given incorrect information procedure getting fund reversed refunded asked supervisor spoke id indicated would expedite due urgency food gas money get work jeopardy losing job call work due error part assured would personally walk cash department processed today call back end shift none happened either facing job loss serious financial damage due horrendous error caused theft fraud company would like investigated penalty imposed accordingly authorized withdraw fund amount account need corrected immediately fund owed returned along damage suffered result error freedom mortgage wait day money returned lose job face losing home well feel done deceptively purpose company people large amount equity home force foreclosure gain company need fully investigated intend pursue every agency possible resolved satisfaction including court law unjustly harmed freedom mortgage intend making company make situation right mental anguish suffered worrying eating losing job etc unacceptable tolerated even go hospital treatment without worry endangered exposed horrible pandemic unacceptable level responsible training customer service staff provide correct information first time called either call recorded suggest pull mine made minute duration review told nothing needed done behalf,410,credit_card
debt_collection,shocked reviewed credit report week found multiple inaccuracy credit report major credit bureau collection company never dealt attempted several time ratify issue original creditor credit bureau still reporting inaccurate unverifiable information disputed item credit reporting agency reported confirmed account valid honestly believe ever relationship collection agency original creditor also several inaccuracy account way reporting total violation fcra fdcpa law regulation good faith effort resolve matter amicably must demand proof debt specifically alleged contract instrument bearing signature well proof authority matter absent proof must correct erroneous report past debt mine writing request please provide following information please evidence authorization usc e usc f alleged matter authorization law collection information authorization law collection alleged debt please evidence authorization business operate state please evidence proof alleged debt including alleged contract instrument bearing signature please provide complete account history including charge added collection activity day upon receipt letter provide strict proof contract event provide strict proof contract must cease desist collection effort immediately remove derogatory information reported consumer reporting agency addition need provide agreement writing closing file ceasing collecting activity deleting information related reference number credit report youve furnished information event transfer account attorney without providing proof contract proving claim immediate reported code ethic violation,417,credit_reporting
debt_collection,service manager sending threatening letter place mechanic lie n selling car auction away military service paid nearly ive serviced year still run able make progress give accurate diagnosis issue since car towed service mgr charging dollar storage fee violating right scra service member civil relief act,421,credit_card
credit_reporting,name return address date debt collector name debt collector address account number debt dear debt collector name responding contact debt trying collect contacted date identified debt information gave debt please supply information information think owe debt owe including name address creditor debt currently owed account number used creditor amount owed debt started different creditor provide name address original creditor account number used creditor amount owed creditor time transferred identify original creditor please provide name might know different official name addition tell current creditor obtained debt current creditor obtained provide verification documentation valid basis claiming must pay debt current creditor example provide copy written agreement created original requirement pay asking pay debt somebody else required pay identify person provide verification documentation debt must pay amount age debt including copy last billing statement sent original creditor state amount debt obtained additional interest fee charge added since last billing statement original creditor provide itemization showing date amount added amount addition explain added interest fee charge expressly authorized agreement creating debt permitted law payment reduction since last billing statement original creditor provide itemization showing date amount change adjustment since last billing statement original creditor please provide full verification documentation amount trying collect explain amount calculated addition explain change adjustment expressly authorized agreement creating debt permitted law tell creditor claim debt became due became delinquent identify date last payment made account made determination debt within statute limitation applicable tell think statute limitation expires debt determined detail authority collect debt would like information firm discus debt firm debt collection license state say provide date license name license license number name address telephone number state agency issuing license contacting place outside state firm debt collection license place provide date license name license license number name address telephone number state agency issuing license,424,debt_collection
credit_reporting,name return address date incorrect credit inquiry dear credit bureau responding contact credit inquiry trying say happened contacted identified credit inquiry something caused recognize please supply information information think owe debt owe including name address creditor debt currently owed account number used creditor amount owed debt started different creditor provide name address original creditor account number used creditor amount owed creditor time transferred identify original creditor please provide name might know different official name addition tell current creditor obtained debt current creditor obtained provide verification documentation valid basis claiming must pay debt current creditor example provide copy written agreement created original requirement pay asking pay debt somebody else required pay identify person provide verification documentation debt must pay amount age debt including copy last billing statement sent original creditor state amount debt obtained additional interest fee charge added since last billing statement original creditor provide itemization showing date amount added amount addition explain added interest fee charge expressly authorized agreement creating debt permitted law payment reduction since last billing statement original creditor provide itemization showing date amount change adjustment since last billing statement original creditor please provide full verification documentation amount trying collect explain amount calculated addition explain change adjustment expressly authorized agreement creating debt permitted law tell creditor claim debt became due became delinquent identify date last payment made account made determination debt within statute limitation applicable tell think statute limitation expires debt determined detail authority collect debt would like information firm discus debt firm debt collection license state say provide date license name license license number name address telephone number state agency issuing license contacting place outside state firm debt collection license place provide date license name license license number name address telephone number state agency issuing license,428,debt_collection
credit_reporting,name return address date dear credit bureau responding contact incorrect personal information account contacted date identified debt information gave debt please supply information information think owe debt owe including name address creditor debt currently owed account number used creditor amount owed debt started different creditor provide name address original creditor account number used creditor amount owed creditor time transferred identify original creditor please provide name might know different official name addition tell current creditor obtained debt current creditor obtained provide verification documentation valid basis claiming must pay debt current creditor example provide copy written agreement created original requirement pay asking pay debt somebody else required pay identify person provide verification documentation debt must pay amount age debt including copy last billing statement sent original creditor state amount debt obtained additional interest fee charge added since last billing statement original creditor provide itemization showing date amount added amount addition explain added interest fee charge expressly authorized agreement creating debt permitted law payment reduction since last billing statement original creditor provide itemization showing date amount change adjustment since last billing statement original creditor please provide full verification documentation amount trying collect explain amount calculated addition explain change adjustment expressly authorized agreement creating debt permitted law tell creditor claim debt became due became delinquent identify date last payment made account made determination debt within statute limitation applicable tell think statute limitation expires debt determined detail authority collect debt would like information firm discus debt firm debt collection license state say provide date license name license license number name address telephone number state agency issuing license contacting place outside state firm debt collection license place provide date license name license license number name address telephone number state agency issuing license,423,debt_collection
mortgages_and_loans,revocation authorization debit may concern please stop taking automatic payment bank account payment account company account number company writing inform revoking authorization debit account via electronic fund transfer revocation applies future debit sincerely,426,credit_card
retail_banking,send deposit wrong account need dispute,433,credit_card
debt_collection,collection bureau account paid full company offered removed result rendered,439,credit_reporting
debt_collection,jefferson capital representative already told name match ant written agreement contract spoken rep negative remark causing damage credit score,449,credit_reporting
debt_collection,caine weiner caine weiner identity theft account called company contacted company certified mail provided documentation breach asked company remove account credit file soon possible also asked provide legal debt validation proper paperwork showing account added name documentation signature along proof company legally allowed collect debt yet receive response company second attempt correct error company fraudulently reporting information credit report legally listed credit report name please remove account credit report soon possible impossible owe monies also violated section fair credit reporting act responding debt validation request illegal really hope matter resolved quickly information removed credit file move forward judge area bring account small claim court fraudulent account placed credit file,450,credit_reporting
retail_banking,charge bank suntrust file fraud denied,163,credit_card
retail_banking,usd send another account receive package package yet receive check got realize scam reach bank america recover money money sent account,446,credit_card
credit_reporting,reported balance mc account balance,100,credit_card
debt_collection,contract canceled original creditor sold account another agency wrote corporate tax loss therefore claim,451,credit_reporting
retail_banking,transfer cancel called bank call bank time reason mom gave cash know coming please help try pick ca refund id stolen please give back grocery homeless lost house day cancelled money transfer id time emailing corporate call week submit picture email also different time waiting talk someone get hang im confused bank treating like also girl laughing said home le bank america,452,credit_card
debt_collection,reached debt credit report preventing getting mortgage,458,credit_reporting
retail_banking,sent via product never received recipient contact information responded contacted via extra email scam reached chase previously avail recipient information tag email used,455,credit_card
mortgages_and_loans,debt sent dispute letter,461,debt_collection
retail_banking,transferred held fund two week utilized float respond repeated request release fund interest interest due bad business,37,credit_card
debt_collection,bill paid bill directly company collection agency finance system remove reporting bureau removed even numerous dispute asking remove,49,credit_reporting
debt_collection,sent dispute letter,463,credit_reporting
debt_collection,lj ross company never receive written document telling need pay balance added credit,46,credit_card
debt_collection,open balance original creditor c system last reported never open account belong,464,credit_reporting
debt_collection,company claim owe money account company considering ive never lived area company provides service failed recognize respond mailing filed complaint federal trade commission well nothing transpired account,460,credit_card
mortgages_and_loans,vanished record refuse account owe money illegal tax offset wage garnishment record answer money dept ed refunded dollar received nearly navient accounting received embezzled extorting money phony default fine fee etc refused pay till account done would owe another im paying loan,465,debt_collection
retail_banking,taken around last year recently receieved email however frozen fund release date subject important information account reference id xxxxxxxxxxxxx standard encryption tl learn important information account account ending weve decided close account ending observed activity inconsistent term condition called spoke agent said reason listed opening account agreed term condition state may close account time reason unable reopen account wont able open additional account u balance interest earned transferred linked external checking account within business day link link closed check mailed address file within business day account balance currently negative youll held responsible negative balance pending claim well wait reach final decision proceeding account closure need stop writing check cancel automatic deposit payment account right away restricted future use question please call u day week called agreed release certain amount threatened file ftc report still holding fund filing thanks claim support center capital one member fdic product service offered capital one member fdic capital approximate total stolen usd,466,credit_card
retail_banking,stolen cashapp account money stored actual cashapp wallet bank account woke text company time stamped cash security lock turned immediately logged app discovered stolen form separate transaction minute hacking account immediately filed complaint thru app transaction several hour later emailed back asking additional info immediately provided following business day received another email asking additional info provided trying reach company day day regasrding disput process status inl response appear keep getting appears system generated email constantly asked additional info attach copy email contact talk actual person seems live person handling email well trusted company handling money extremely upset one reached back regarding fraudulent charge company allow someone make several transaction back back back immediately hacking someone account turning security setting without suspecting fraud email received back company asked request refund person sent requested progress expect thief refund something intentionally stolen single parent extremely upset person money sent send money person security setting turned face recognition therefore dont company allowed someone hack account device thats even mine disable security setting even able steal money dont understand im irritated frustrated feel violated feel like robbed,467,credit_card
retail_banking,taken two different customer without authorization service performed,469,credit_card
retail_banking,taken checking account know person quickpay payment till day chase given back money already filed complaint apparently happening lot chase customer,470,credit_card
debt_collection,paypal card stolen possession someone withdrew twice account gone local store turned local law enforcement paypal reimbursed withdraws done two separate one iowa iowa plus withdraw fee withdraw paypal expecting pay back even police report due fact checked balance visit withdraws,193,credit_card
retail_banking,chase far u tried send money banker mistake banker told success closed account going back asked banker whether ok told ok asked send check said choice going u show id problem refused go u sent check lived ex roommate sent check went bank convert banker told fake day later banker gave call chase refused pay money said stop believe chase far really believe allow chase please give money back chase bank fraud ready sue bank,195,credit_card
credit_reporting,mortgage loan transferred homeloanserv thought set electronic account autopay begin automatic payment checked beginning realized payment made spoke representative asked rep help online account make sure electronic payment good go school closure middle school teacher omg mortgage paid called homeloanserv help received message encouraging use online resource instead waiting representative waited another message told charged using real person instead going online route still waited bad accustomed missing payment elevator music stopped playing thought disconnected nope think company hope people hang repxxxx took call helpful informed could make late payment sign future auto payment date information passed told good go visit productive thought convo told rep especially concerned late payment affecting credit led believe need worry fixed payment time auto payment occurred time lender informed previously approved loan could go dropped significantly called homeloanserv today first spoke kind helpful listened story admitted could little help perhaps team lead could passed think name seemed defense soon conversation began admit paying mortgage time responsibility asked could somehow help convey loan company shortage fund refusal pay led late payment misunderstanding information given requested help asked could help inform loan company currently good standing paid full know many time repeated done due diligence best inform account standing said tried call might speak anyone phone number came recognize sure answer many warning scam con pandemic quarantine receive written notice time company current mailing address agreed done could information still needed help could provide information loan officer would suggest mean pay time reminded done due diligence said could talk supervisor said would great like maybe supervisor could send email put voice mail said someone would best get back next hour ugh person took little breather tried start called homeloanserv listened menu pushed zero listened menu hello line received similar polite line reasoning help asked could get transcript previous phone conversation would like read see remembering conversation incorrectly one put hold checked lead think returned told need subpoena access transcript seriously feel like financial company provided help information needed asked feel misinformation given led problem late payment late payment led automated negative credit report seriously screwed life turned company help remedy situation found deaf ear request forbearance nation crisis budgeted appropriately able willing make payment needed guidance guidance sought misled think representative initially helped meant send miserable wormhole perhaps misheard quarantine tiresome window time think rep spoke called second time meant give false hope credit think effort reach help willingness paid full attest sincerity dilemma think leader financial institution care bean person predicament placed due careless guidance think sad know making payment time responsibility fell short best remediate soon possible also believe painting accurate picture one payment history credit one homeloanserv responsibility take ownership part played asked help dismissal instead,482,mortgages_and_loans
debt_collection,credit report provided rmp llc collection old account provide account number paperwork trying collect rmp llc also new buyer account yeras old also,480,credit_reporting
debt_collection,act fraudulent account appearing credit profile disputing long time luck,488,credit_reporting
debt_collection,credit management lp credit managemnt told bill inn contacted stated outstanding bill everything good standing credit management refuse contact resolve issue account also searched social security number found account balance,110,credit_card
credit_reporting,letter unfair deceptive credit practice ftc act act continue prohibit unfair deceptive act ncua may determine statutory violation exists depending fact ftc violation,483,credit_card
credit_reporting,letter unfair deceptive credit practice ftc act act continue prohibit unfair deceptive act may determine statutory violation exists depending fact ftc violation,105,credit_card
debt_collection,credit management lp credit managemnt told inn contacted stated outstanding bill everything good standing credit management refuse contact resolve issue account also searched social security number found account balance,109,credit_card
debt_collection,national credit managemnt national credit removed collection report since amount payment refuse anything item report,491,credit_reporting
credit_reporting,hired third party company rent recovery solution collect debt say owe never contract rent recovery solution give expressed written consent contact asking rent recovery solution prof alleged debt rent recovery solution pursuant validate claim debt asking rent recovery solution prof lawful contract showing owe reasonable belief respondent violation following using deceptive mean collect debt using unfair unconscionable mean collect attempt collect alleged debt asking proof debt rent recovery solution established since produced ask fraudulent report removed also secretary state filed prof debt lien dent recorded kept secretary state proof alleged debt exist claim please remove erroneous statement credit public servant please provide proof debt signature rent recovery solution,441,debt_collection
retail_banking,computer locked called tlod charge site get gift card offset charge would go thru ended getting allowal withdraw raised purchased gift card bank said would reimbursed got letter investigation determined fraud occured yes took card pout gave number want recover money information call looking see wood willing get lawyer help dont know kind bank td bank,486,credit_card
debt_collection,concord financial showing late payment never account numerous credit agency inquiry showing credit report never authorized inquiry,503,credit_reporting
debt_collection,credit control llc fl sends mail settle alleged credit card account never signed billing fee credit card never signed,492,credit_card
mortgages_and_loans,entered payment u bank mortgage payment system appears correctly u bank account addition standard monthly mortgage payment wrong amount taken personal checking account deducted addition standard mortgage payment result account overdrawn multiple issue u bank online system reported cfpb past tried contact u bank phone using listed office hour website online message stated open sent email instead yet resolution,504,retail_banking
credit_reporting,submitted dispute td bank indicated audio transcript audio show correct email address enrolled electronic statments notification email bounced back tried contact submitted disupte asked way submit audio transcript prove point td bank respond instead rejected dispute attached document audio related tot dispute resulted day late account extremely derogatory credit report td bank try resolve issue responsiblity want allowed consumer banking find td bank provides email address method provide file related disuputes,519,credit_card
mortgages_and_loans,told representative could make late payment would affect negatively forbearance incorrect listened advice miscommunication rate paid past due fund back account current even got new covid forbearance make amends clean everything courtesy remove late payment due representative miscommunication never late payment prior miseducation addition think saw credit report two late payment please confirm never case remove well also late payment really upset rep phone told needed pay make account current although still forbearance could prolonged make payment told based websit payment said enough made additional payment due date processed payment updated website previous time website said needed paid like rep said would like request late payment removed please since miscommunication rep time rate caught payment clear air lastly loan specialist throughout repeatedly return phone call answer assistance clarification payment poor customer service experience long time additional proof received statement escrow dated telling need make payment escrow shortage monthly payment going excuse never even chance pay statement escrow shortage incorrect date processing another example poor miscommunication cooper affect understanding payment ability pay due date want pay shortage amount leave bill new want late payment removed addition forbearance got kicked following employee instruction told late would sent appeal letter dispute kicked never came received letter review even postmarked usps letter dated said day letter date mean never chance appeal letter likely postdated sent late corrected another example poor communication would like late payment removed credit report please put behind u,154,credit_reporting
mortgages_and_loans,complaint pertains gross negligence done public service loan forgiveness department department education filing complain pslf department gross negligence losing certified pslf form former employer pslf department never notifying date either mail email disappointedly phone associate pslf department involved deceiving stating pslf form processing state knew pslf form lost never processed learned today xxxxhone associate employee number six week department employee received signed certified form date pslf department find form certified month called fedloan servicing time three pslf phone associate lied assuring certified form process receive status form business day twice asked send form stated mailed form certified receipt asked associate important learn pslf department lost form detail accepted eligible public service loan forgiveness program dept education b every year mail pslf employment certification form paper format dept education fedloan servicing pa c form signed certified school district left year working begun work new current employer fro present continuing work public employer mailed department education two pslf form e first form signed certified director new york period former employer f second pslf form signed clerk new york present g pslf department rejected first pslf form stated two different thing title submit third page signature h pslf department accepted certified form present employer new york credit pslf employer mailed another certified pslf form title stated signature contact phone clearly j psfl department received form k today called fedloan servicing phone associate told locate pslf certified form advised mail fax form pslf department lost l unacceptable pslf want recognize certified employment must fixed immediately spending money certified mail every month irresponsible employee pslf department purposely negligently losing important record,520,credit_reporting
credit_reporting,tuesday approximately proceeded cashier stand store purchase faucet installation attempted payment lowe synchrony bank credit card payment declined even though balance credit card credit line perhaps issue synchrony bank wanted call ask thus cashier terminal advised instead sending talk customer service store could call verify credit card available credit told two associate store could help customer service however associate advised go another register could help assumed associate would call synchrony bank inquire status credit card instead push without informing placing new synchrony credit card application lowe system end process realized new credit card application late told would never agree apply new synchrony credit card need new credit would approve another credit course application conducted associate declined associate never informed new credit card application synchrony bank apologize unable approve receive letter within business decline shocked realized associate messed credit inquiry credit lower credit score felt lowe associate lied responsibility lowe inform aloud new credit card application instead told fix problem result misinformation withholding true information use last monetary credit card complete purchase store absolutely unnecessary lowe associate connected synchrony bank check available balance thus lowe associate misled apply new credit information synchrony bank credit could made available immediately withhold associate lost purchase price provided daily synchrony credit card holder lowe finacially affected customer service neglect wrongful information lowe credit score lower minimum point stay record next year record synchrony bank inform customer always associate suggest applying line new credit,522,credit_card
retail_banking,skylight financial debit card account charged note make skylight financial account charged four consecutive total labeled debit additional statement mailing fee tried contact refused refund money instead told made transaction changed pin number changed pin number reported two transaction make debit card missing checking transaction reply pin transaction disputed consistent previous account activity merchant shopped physical location additionally record show pin changed prior period unauthorized usage shop place make transaction legitment additionally charged send email described debit additional mailing fee,524,credit_card
credit_reporting,per escrow analysis mortgage company mr cooper making additional payment would put monthly payment mailed check mr cooper wrote escrow shortage therefore monthly payment changed following month idea happened additional escrow payment mr cooper continues bill escrow shortage paid made numerous call avail spoken m everyone confirms received escrow payment said matter would resolved send note escrow department remains unresolved seven month later past year monthly payment always timely however credit report mortgage payment late day reported mr cooper credit score taken plunge need resolved calling mr cooper nothing waste time energy frustrating,529,mortgages_and_loans
credit_reporting,per escrow analysis mortgage company making additional payment would put monthly payment mailed check wrote escrow shortage therefore monthly payment changed following month idea happened additional escrow payment continues bill escrow shortage paid made numerous call avail spoken m everyone confirms received escrow payment said matter would resolved send note escrow department remains unresolved seven month later past year monthly payment always timely however credit report mortgage payment late day reported equifax credit score taken plunge need resolved calling nothing waste time energy frustrating,533,mortgages_and_loans
debt_collection,santander repossessed car previous requested loan modification offered two payment pay anything car note trying work deal pay repossessed car pay full payment told santander wanted reinstate car told right repossession behind two full payment needed pay reinstating also told another representative need pay car full mom told representative could pay owed car change get car reinstated mom agreed however never several call came back u pay arrears get back car retaliated u making complaint cfpb also several unanswered call santander bank representative stated could longer work u get car back filled complaint company car would hold sold day make response back complaint told would resend complaint get car stated hand legal department asked call someone said could speak anyone wait response complaint matter two week son called santander pleaded company reinstate car due pandemic emergence needed car transportation family representative executive office stated would try car taken hole reinstatement department one department another would call son back waited waited day received call back monday afternoon decided call santander got representative phone stated speak manger made several attempt contact manger left u hold several minute stated could reach manager took name phone number explicitly told u someone contact u end day one yesterday noticed santander sent response back u stating reason car repossessed write rebuttal letter indicated santander also received copy complaint cfpb indicated response still response indicate mean retrieving car stated call number speak manger done time time absolutely avail today decided call santander see need reinstatement car son get back spoke reinstalltement department told son took long get car charge pay full price car previous installment option longer table called back santander speak another manager put explained representative went past week connected u someone executive office individual office stated reading charge done needed speak reinstatement department asked supervisor director department refused give name higher executive reinstatement department first stated would try speak someone department however phone kept muting assuming someone office may persuaded idea second compliant made son self cfpb first one mailed believe santander retaliated son issuance legal complaint process intentionally stalled process car charged could longer get car back requesting full payment car never called u back knowing car would charged making difficult u obtain explicitly stated u sale financial rendering hold car id car charged charge preceding still going time said could anything save vehicle santander wrongly utilized unsavory business tactic manipulate sale auction car additional document letter verify communication santander needed,530,credit_card
